User,Content,Date
@AAAAAMIRZA,"ایلان ماسک، اسپیس ایکس در حال از دست دادن سرمایه است، اجازه دهید برای شما یک مغازه دو دری در تهران بخرم.  سود بهتری خواهید گرفت
Elon Musk, SpaceX is losing capital, let me buy you a two-door shop in Tehran.  You will get a better profit","Apr 20, 2023 · 10:42 PM UTC"
@AldoMartinez87,"Exacto, pero la perrada solo ve la explosión y ya, no se informan, no averiguan, no leen un poquito aunque sea. En realidad para SpaceX fue todo un logro. Pero aquí la gente piensa que ""defiendes a Elon Musk"" 🤷🏾‍♂️😂","Apr 20, 2023 · 10:32 PM UTC"
@Simon_Hodne,"Fuck I fucking hate Elon. Now that everyone knows what kinda clown he is, everyone is making fun of the achievements of the amazing engineers and workers at SpaceX..
Another thing to blame him for I guess.","Apr 20, 2023 · 10:31 PM UTC"
@YakovMerkin,"Imagine having such a hateboner for Elon that you're celebrating the SpaceX rocket blowing up.

Get some perspective lol.","Apr 20, 2023 · 10:30 PM UTC"
@SkyVasNormandy,"SpaceX/Elon fanboys celebrating the Starship launch when Artemis I, the first flight of SLS, the Orion capsule, all the way to the fucking moon and back, had no major technical malfunctions.

Starship couldn’t even get its first stage to separate. Multiple engines failed. Lol.","Apr 20, 2023 · 10:28 PM UTC"
@JamieDalgety,"What like buying #Twitter for his X Corp, if he pleb puss #Elon spent $44B at #SpaceX he would be hailed not todays failed. he didn’t he tried to control the human races narrative & karma blew up his $3B #Lego rocket and the #Tesla share price to boot 🤣","Apr 20, 2023 · 10:27 PM UTC"
@shitpost_in_c99,"keywords: pay the $8 Blue Check Elon Musk Tesla SpaceX crypto tothemoon

Great. Now that you're here: You're all embarrassing pay-pigs to a beached whale with no friends. #BlockTheBlue","Apr 20, 2023 · 10:20 PM UTC"
@Smutchings,"Fuck Elon, but SpaceX’s engineering team successfully got the most powerful rocket we’ve ever seen up to 35km above the surface of the planet.

Yes, the ship self-destructed when a manoeuvre failed spectacularly, but that’s exactly what it was designed to to - to minimise damage.","Apr 20, 2023 · 10:13 PM UTC"
@LauraAd213,"Elon,
 I think it would benefit you and SpaceX to contact James C. Adamson. He is well versed in aerodynamic engineering, space flight, computer technology etc. He holds many years of experience. He is an engineer, test piolet and retired astronaut. 
Laura Adamson
Daughter in-law","Apr 20, 2023 · 10:09 PM UTC"
@Smutchings,"Fuck Elon, but SpaceX engineers long expected today to end in an explosion.

Why?

Because nobody has ever launched something so powerful ever.

And you can only test these things by launching them.

Today will give them many things to review and learn from.","Apr 20, 2023 · 10:06 PM UTC"
@HypeBozz_,So Elon Musk desperately needs money to prepare for the ‘test’ launch of his next SpaceX project that is why he wants every Legacy-Verified Twitter user to subscribe to Twitter Blue. This exploitation is way than I expected,"Apr 20, 2023 · 9:56 PM UTC"
@jaqmarce,elon musk ficou puto com a spaceX explodindo que tirou o verificado da galera,"Apr 20, 2023 · 9:54 PM UTC"
@partiallypro,"I understand the SpaceX thing is being misrepresented and they rocket even getting off the pad was a big deal, but that doesn't excuse some of the accounts here being certified ass sniffers of Elon on everything. It's embarrassing. You're grown men/women, ffs.","Apr 20, 2023 · 9:51 PM UTC"
@sadiepa9,Elon hates on people all the time who gives a fuck,"Apr 20, 2023 · 9:49 PM UTC"
@BartBubbly,"Must suck having to hate someone as interesting as Elon. When SpaceX puts humans on Mars within the next decade, people like you won't even be allowed to appreciate the moment because of your shitty cult.","Apr 20, 2023 · 9:48 PM UTC"
@1nn0v8IT,"It's a sign of jealousy. Anything the left touches turns to shit. When Elon touches a turd, it becomes gold. They hate that. Well, it's the left, they hate in general.","Apr 20, 2023 · 9:46 PM UTC"
@YourMomDave1,"Credit to Elon's leadership style. He drags his companies into the future kicking and screaming. None of this would've happened if it weren't for him, because frankly it was insane. If I was an investor with billions in SpaceX I'd lose my shit and want him fired haha","Apr 20, 2023 · 9:46 PM UTC"
@FrannyFitz66,Oh dear I heard SpaceX's Starship rocket explosion described on the news as a “Rapid unscheduled disassembly”. I nearly embarrassed myself laughing. Clearly not the only unscheduled disassembling being made by Elon Musk  😳,"Apr 20, 2023 · 9:45 PM UTC"
@G31120,"Nuevo fiasco de Elon Musk: el cohete Starship de SpaceX explota en su primer vuelo de prueba;

Serán gilipollas estos de OK diario, ya me gustaría a mì tener los fiascos de Elon Musk,el cohete era un prototipo,que nadie dude  que la aventura al final serà un éxito rotundo.

..,","Apr 20, 2023 · 9:42 PM UTC"
@ClaymoreJ79,Elon pretending like SpaceX blowing up was part of the plan is ridiculous. We know spacex can get shit into space. Something went wrong,"Apr 20, 2023 · 9:41 PM UTC"
@lampfire,... and exploded. Maybe if Uncle Elon spent less time dicking around with Twitter that wouldn't happen. Micromanagement not at work.,"Apr 20, 2023 · 9:37 PM UTC"
@thaonlyjonathan,"They are literally only bashing it because of Elon. Anything he touches, people shit on. He could cure world hunger or cure cancer and people would bash him because he doesnt conform to the left.","Apr 20, 2023 · 9:32 PM UTC"
@GoshenBLB,I see the elon ass kissers lining up. Y'all are so pathetic!,"Apr 20, 2023 · 9:25 PM UTC"
@MrHyde59,"Can Elon Douchebag suck any more than he did today?

#BlockElon
#ElonSuX 
#SpaceX","Apr 20, 2023 · 9:19 PM UTC"
@ElenaEpaneshnik,"""Not giving a shit"" is light years away from feeling happy about SpaceX's occasional failures. After all, SpaceX is not just Elon, whom you may or may not like. Thousands of brightest minds work at SpaceX, and they all wish to succeed.","Apr 20, 2023 · 9:12 PM UTC"
@BittermanAndy,"SpaceX literally wouldn't exist without Elon. In the very most literal sense possible.

I don't understand how you can speak with such absolute confidence on a subject on which you know so little.","Apr 20, 2023 · 9:10 PM UTC"
@mossyman57,"Amazing that more than 50 years after landing on the moon, modern technology, super computers and all the money in the world simply cannot get these rockets to work properly. Come on Elon, sort out a good director and film set and make it happen! 🤣","Apr 20, 2023 · 9:09 PM UTC"
@V_arrell,Nbd Elon just launched a skyscraper into the sky,"Apr 20, 2023 · 9:07 PM UTC"
@rizzayfoshizzay,"Elon’s SpaceX Starship blew up today. 

Elon’s reputation for dismantling Twitter blew up today. 

Elon’s Tesla shares blew up today. 

This guy is a joke.","Apr 20, 2023 · 9:03 PM UTC"
@TheSilver123,"So, weirdly enough, SpaceX kinda fucked up with.. marketing? There was no real national or international interest with this launch, so it ends up congealed with tesla and neuralink as ""Toys for Elon because billionaires need vanity projects"".","Apr 20, 2023 · 9:01 PM UTC"
@olivierlloris,T es une énorme merde elon,"Apr 20, 2023 · 8:54 PM UTC"
@RustyJo01101559,"To all of you sticking up for Elon: WTF would you expect him to say? Think about it. Yes, science learns from mistakes but a rocket that blows into pieces minutes after launch is NOT a success. It’s no wonder you believe that Trump won the election. Suckers.","Apr 20, 2023 · 8:52 PM UTC"
@SpaceEcologist,"Not only that Johnny, did you know that somehow Elon and SpaceX got a permit to crash land this rocket 62 miles north of the inhabited island of Kauai and near a national Marine sanctuary that is very precious and home to rare endemic species of marine animals. How the fuck?🤷‍♀️","Apr 20, 2023 · 8:50 PM UTC"
@realShroush,"Nur weil Elon Musk ein Hurensohn ist, muss man echt nicht SpaceX haten. Das war echt impressive und ich lass mir das nicht nehmen, nur weil der CEO cringe auf Twitter ist","Apr 20, 2023 · 8:44 PM UTC"
@QuestBlackbeard,"“Rapid unscheduled disassembly”???

The SpaceX rocket fucking exploded, Elon! Just like Twitter & your reputation.","Apr 20, 2023 · 8:42 PM UTC"
@ElonMuskDick1,"Wow, Elon; next you'll tell us Teslas catching fire is a rapid-heating feature 🔥😂","Apr 20, 2023 · 8:41 PM UTC"
@WheatFree32,So Elon lying saying the SpaceX rocket was supposed to self destruct and explode has the FAA saying they will oversee ALL future launches and may even ground planned future ones. 😂. He’s such a dummy.,"Apr 20, 2023 · 8:25 PM UTC"
@svetliona3free,U mean elon blew up another billion dollars,"Apr 20, 2023 · 8:23 PM UTC"
@DARNELLWRlGHT,Okay scrolling through the “For You” tab and Elon musk is forcing the shit outta that stupid ass SpaceX launch. LIKE I DONT GIVE A FUCKK!!!!,"Apr 20, 2023 · 8:23 PM UTC"
@tboogie_eth,Nasa pays spaceX so we actually paid more for this then if elon would fuck off,"Apr 20, 2023 · 8:10 PM UTC"
@SeaTeaShaw,Elon Musk sucks at this and everything else he does.,"Apr 20, 2023 · 8:01 PM UTC"
@Disputed_Champ,"And yet with one exploding rocket, Elon Musk and his team will have contributed more to the technological progress of humanity than you ever have, or ever will.","Apr 20, 2023 · 7:56 PM UTC"
@Llarian,"The other is the one that's been following SpaceX since Falcon 1, before it was so obvious how shit Elon is.  

I still think SpaceX is doing some cool shit, probably in spite of Elon most of the time.  I've always like space stuff, and always will.","Apr 20, 2023 · 7:54 PM UTC"
@BlindNewSpeak,"People are losing their  #BlueCheckMark and Elon lost his  #SpaceX #Starbase 
Sometimes shit happens","Apr 20, 2023 · 7:51 PM UTC"
@TUA_Spacex,"Dünyanın gelmiş geçmiş en büyük roketi. Kademe ayrılmasının başarılı olmaması çok da sasirilacak bir konu değil.
Sıfırdan bir üs inşa edildi/ediliyor.
Metan ve oksijen kullanan raptor motorları keza yine sıfırdan inşa edildi/ediliyor.
Ama şurası açık. Ki daha önce Elon Musk","Apr 20, 2023 · 7:51 PM UTC"
@BLJ19641,"It sucks, spaceX is legit awesome but have the baggage of being associated with Elon. The stuff they have been able to do is insane, just crazy feats of engineering.","Apr 20, 2023 · 7:48 PM UTC"
@luc17asi,"Nem sei que bostas são essas.
Mas Elon Musk além da SpaceX, tem a Tesla, que está aos poucos avançando no mercado automobilístico e popularizando carros elétricos no mundo. Elon trás avanço tecnológico na sociedade pra vir uma gireli com perfil de borboleta reclamar kkkkj","Apr 20, 2023 · 7:47 PM UTC"
@ShitpoastsLLC,"starship is still early in its development and it's a class of rocket (in terms of size and potential payload delivery) that represents an important developmental step for commercial spacelift, yes elon has bad vibes but spacex is kept pretty far away from his daily idiocy","Apr 20, 2023 · 7:46 PM UTC"
@al_fop,Que absurdo essa legenda bixa!!!!!! Independente do elon musk ser um merda (e é mesmo) a SpaceX é muito necessária e vai/está trazendo muitos avanços tecnológicos pra todos nós!!! Parem com isso!,"Apr 20, 2023 · 7:45 PM UTC"
@WillyWhitestuff,"When it’s the first test, just getting it off the ground is considered a success. SpaceX has had multiple rockets explode and any scientist will tell you trial and error is just part of the process. 

People for Bernie just want to stroke their Elon hate boner","Apr 20, 2023 · 7:45 PM UTC"
@HermosilloJosue,Elon hasn’t either ding dong,"Apr 20, 2023 · 7:42 PM UTC"
@blaydinho_,Twitter Bullshit des Tages: Elon Musk Fanboys zoffen sich mit Elon Musk hatern über Deutungshoheit über SpaceX Testflug.,"Apr 20, 2023 · 7:41 PM UTC"
@BrynClarke1,"That's not really true tbf, SpaceX are definitely leaders in economical reuse and Starship will have more lift capacity than anything before if they get it working.

Elon may be a twat who can't run a social media site but there are a few successes in the back catalogue","Apr 20, 2023 · 7:39 PM UTC"
@NathanLevy10,I don’t like Elon’s take on bitcoin or a lot of other things but SpaceX is fucking awesome.,"Apr 20, 2023 · 7:39 PM UTC"
@FozzyXT2012,Elon should have just made the rocket a transairplane. Then the fucks would be congratulating him and SpaceX.,"Apr 20, 2023 · 7:38 PM UTC"
@ExMatelotJim,"Chris Combs is living rent free in Elon's head, constantly shitting on SpaceX and SuperHeavy. It's just weird.","Apr 20, 2023 · 7:38 PM UTC"
@FatAssToke,"It being pointy is actually not as good for it as you’d think. It’s arguably worse, Elon said this himself on a podcast with Joe Rogan. But I did only come on here to say “it needs to be more pointy” 😂","Apr 20, 2023 · 7:35 PM UTC"
@xConfushon,I think because elon took away Checkmarks for good hard working content creators that karma blew up his stupid fuckin rocket.  #spacex #twitter #muskrat,"Apr 20, 2023 · 7:33 PM UTC"
@VanHerweghe_,Any other apes out there willing to buy Tesla's if @elon saves our ass right now ? What a good day to do it send the stock like your starship! #bbby $bbby #SpaceX #helpinghand,"Apr 20, 2023 · 7:32 PM UTC"
@NoHesNotYesHeIs,"Elon has been providing StarLink and standing with Ukraine far more than your virtue signaling profile picture but yea let’s shit all over him because his sociopolitical views don’t completely align with mine. 

The rocket launched = success.","Apr 20, 2023 · 7:31 PM UTC"
@BenTyler666,Wow your tight dude. They've already fucked falcon 1 up 3 times already. Why is elon making stupid decisions he's going to bankrupt spaceX if he tries this again!?,"Apr 20, 2023 · 7:31 PM UTC"
@nvee3,People shitting on Elon and SpaceX for the rocket blowing up. You are pointless humans.,"Apr 20, 2023 · 7:30 PM UTC"
@ShemperHobbit,"SpaceX (et surtout Elon Musk) a toujours survendu ce qu'ils communiquent, s'il y a bien un adage qui leur vont bien c'est, il faut toujours viser la lune, car même en cas d'échec, on atterrit dans les étoiles","Apr 20, 2023 · 7:28 PM UTC"
@caiotormin,"""people like me"".
Dude, you're on Twitter sucking up to Elon and playing bad PR . Even SpaceX called it ""unplanned"". It was a test launch, that accomplished a things, but still blew up. That's not good, but it's not the end of the world. I'm actually defending them lol","Apr 20, 2023 · 7:28 PM UTC"
@HinkeyHaines,You should remove your nose from Elon's ass and you'll see more clearly.,"Apr 20, 2023 · 7:28 PM UTC"
@DrBeauBeaumont,"Am quite enjoying the Blue-ticked Elon fans explaining that, technically speaking, all rocket launches are essentially managed explosions, and the SpaceX was just one managed in a more causal, less orthodox manner on-brand with the unique style of the beloved God-Emperor of Mars.","Apr 20, 2023 · 7:27 PM UTC"
@donferrari4,You know what would *actually* save the human race? Fighting climate change instead of detonating a shitload of rockets on a critical wildlife preserve like Elon does.,"Apr 20, 2023 · 7:23 PM UTC"
@RicknShira,"What you perhaps don’t get is that SpaceX has one helluva lot of brilliant, ambitious, dedicated engineers & tech workers working incredibly hard to have reached this point.  

Sure, I get it—that Elon acts like an ass at times (more and more frequently).  But the work his …","Apr 20, 2023 · 7:18 PM UTC"
@KragerTom,"This company is actually quite successful and tends to produce results. Elon is Elon, he can say w/e he wants but the people who actually do the work at SpaceX have done some people wild shit. Falcon9 is incredibly successful. I don't see why Starship won't be too.","Apr 20, 2023 · 7:14 PM UTC"
@Allen_TSS,"Elon is actually decent at running SpaceX, namely by hiring the best of the best in the industry and spending insane amounts of money. He isn't great at running the perpetual start up that is @Tesla and he's god awful at running this shit platform.","Apr 20, 2023 · 7:14 PM UTC"
@Droid_1989,"Elon's SpaceX just blew up, he's like ""fuck you, imma take your Blue Tick"".","Apr 20, 2023 · 7:12 PM UTC"
@variable1979,"Yo suelo estar de acuerdo contigo pero SpaceX es otra movida. Son la hostia, pero no por Elon sino a pesar de él. El Falcon9 aterriza de puta madre porque primero se cargaron un montón en intentos refinando la fórmula. SpaceX es de verdad revolucionaria, pero por sus ingenieros","Apr 20, 2023 · 7:11 PM UTC"
@_moon_babes_,I wonder if Elon Musk’s fanboys realize he aligned the SpaceX launch with this new moon. Ppl will talk shit about astrology all day long but these powerful ppl always align their projects with the planetary transits.,"Apr 20, 2023 · 7:10 PM UTC"
@pend3jadas,"Elon would probably be awful at sucking dick why would I want that?

Anyway I am glad that the engineers & other team members at SpaceX don’t rely on you to understand how a test flight works or what it’s goal is for validation of their work. Talk about a gap in understanding. 😅","Apr 20, 2023 · 7:09 PM UTC"
@DVCRCK460,"Elon Musk, j'ai beau aimer son côté ingénieur (ou celui de son équipe) avec SpaceX et les autres folies, avec Twitter il fait vraiment de la merde

Des vidéos buguées de bien des façons, des tweets qui disparaissent quand tu les lis, et mtn la certification a perdu de son sens","Apr 20, 2023 · 7:08 PM UTC"
@hueyisback,You are trying to kiss Elon’s ass 😂,"Apr 20, 2023 · 7:05 PM UTC"
@AnyTwoWillDo2,Butt hurt by own failures? Why hateful toward someone trying to make multi planetary?  Or is it because Elon is rich from long hours work ethic?,"Apr 20, 2023 · 7:05 PM UTC"
@G_Taylor1972,"When I was in the Army, I was introduced to the phrase  “Ass over teakettle”

Today, I witnessed it taken to the nth degree.  Elon does everything bigger and it Texas too!

Congratulations SpaceX for productive test flight.","Apr 20, 2023 · 7:01 PM UTC"
@FamilyOFourCats,"Elon saying “Learning a lot” actually means: 

The shit blew up before it could complete its entire mission. 

🤔

Why does that sound like the same way all elons plans end up going , always in a “rapid unscheduled disassembly” sort of way…","Apr 20, 2023 · 6:53 PM UTC"
@JXirtam,"Thats why he started kissing Elon’s ass on the SpaceX post earlier. He’s gonna pivot to Twitter as main platform, just like most of you will do","Apr 20, 2023 · 6:52 PM UTC"
@PaulLeeDicks,"Look on the bright side, Elon, your new SpaceX Starship manahed to make it .00000000000000000000000000000000000000000000000000000000000000000000000001% of the journey to Mars ;)","Apr 20, 2023 · 6:48 PM UTC"
@politicalImpala,Elon be pissing me off too but this rocket was expected to fail - it’s a part of SpaceX process. Correct this @AP,"Apr 20, 2023 · 6:43 PM UTC"
@CarolynUrban2,"The ""successful launch"" of SpaceX today emitted approximately 116 tons of CO2 in the first 165 seconds. I wish Elon Musk would just drive around in a diamond studded Maserati and  we could all pretend we think he has a big dick. Stop with the ego rockets already.","Apr 20, 2023 · 6:39 PM UTC"
@joe_dirts,"Sorry but Elon blowing up a rocket is not that impressive considering NASA never lost a Saturn V.

SpaceX has the luxury of nearly 60 years of rocket knowledge (almost 60% of the time rockets have existed), advanced modeling, CAD, resources, etc and still fucked up.","Apr 20, 2023 · 6:38 PM UTC"
@JackProbiotic,SpaceX would benefit a tremendous amount from elon shutting the fuck up tbh,"Apr 20, 2023 · 6:38 PM UTC"
@DickUliano,Elon: launching rocket ships is hard. I know I saw space shuttle Challenger explode with 7 people aboard.  Keep up the great space faring work. Keep pushing to Mars.,"Apr 20, 2023 · 6:37 PM UTC"
@69420_fuck12,As much as we rag on Elon here. We’re gonna have to get to space at some point and it’s going to take some money.,"Apr 20, 2023 · 6:36 PM UTC"
@Deve_Dy,"SpaceX did actually run circles around Boeing for the ISS missions and shit, and they land the rockets. That's all pretty cool, and just like anything associated with Elon that isn't a complete failure, he isn't meaningfully responsible for it","Apr 20, 2023 · 6:36 PM UTC"
@MisguidedHog,Elon has manboobs lmao,"Apr 20, 2023 · 6:36 PM UTC"
@LisaGrande13,I agree . I like Elon and admire his drive and intelligence but he sucks at Empathy . We can all do better,"Apr 20, 2023 · 6:33 PM UTC"
@FabioFarro,Acho que o Elon ficou tão puto com o SpaceX que tirou verificado de todo mundo.,"Apr 20, 2023 · 6:31 PM UTC"
@Pa24109982Pan,"I completely agree with the second part of your statement. 
But I honestly believe Elon built SpaceX for more than just money. I think/hope he is a genuine force for good in a world full of shitty, greedy people.","Apr 20, 2023 · 6:27 PM UTC"
@Mandenframosen,"Nice blowing up,  10+ absolutely the new number one 👍

The next will be normal and boring . 

Thx Elon and SpaceX , holy shit that was awesome ❤️❤️❤️🥳","Apr 20, 2023 · 6:23 PM UTC"
@therealduckshow,"Really breaks my heart seeing how many comments on the starship launch are just making fun of spacex

Like, elon is one shithead among hundreds of brilliant engineers building the most ambitious rocket in history and people are just... shitting on it

feels anti-scientific af","Apr 20, 2023 · 6:22 PM UTC"
@freshlygrated,"Absolutely not the same shit NASA was doing. Not at all defending spacex or elon, but reusable rocket tech is a good thing to figure out.

NASA won't do iterative design bc they can't get away with spending millions on something that explodes. I promise they wish they could.","Apr 20, 2023 · 6:20 PM UTC"
@WhalesFan1,"Watching an Elon creation explode while taking a bong hit was interesting this morning. Picard finale was amazing, too. Thanks for singing it's praises @BurnettRM.  We need a #StarTrekLegacy from @TerryMatalas and his creative team. LLAP.","Apr 20, 2023 · 6:18 PM UTC"
@BowTiedAFFIL,"elon musk is so fucking awesome

congrats you the new flight test of spacex starship, my man

I know you like my tweets","Apr 20, 2023 · 6:13 PM UTC"
@whosyourpsycho,"spaceX engineers: elon, this is too much child pornography. the rocket will explode with this much weight

elon: I need a big supply for when I get to Mars. load it.","Apr 20, 2023 · 6:11 PM UTC"
@ZackGianino,"I still remember watching the congressional hearings with the other space/rocket companies that were absolutely shitting on SpaceX and Elon musk, and discrediting him at any opportunity they could… Years later, they have contracts, and work with SPACEX. SPACEX is even one of the leading transportation‘s for cargo/ISS.

People who don’t have a vision on the future, will always mock and attempt to humiliate those pushing our reality to a new horizon.","Apr 20, 2023 · 6:10 PM UTC"
@Fuzzyknuckles2,"Thanks to Elon and SpaceX, Gwyneth Paltrow might begin to live down that ‘conscious uncoupling’ bullshit.","Apr 20, 2023 · 6:08 PM UTC"
@justusecomsense,Great job Elon and the entire team at space x!  Was really inspired and incredible!  So many didn’t think if would get off the ground.  Need more people like u to take chances to learn! Ur changing the world every day!  Others just bitch and complain! U will get so much data and make it work.  It’s what u do!❤️🇺🇸💪,"Apr 20, 2023 · 6:07 PM UTC"
@teohhanhui,also it's how SpaceX does it... hardware-rich... Elon sucks but SpaceX is an incredibly successful rocket company / space launch provider,"Apr 20, 2023 · 6:05 PM UTC"
@BlackholeTI,"idk, it seems lazy to only pay attention to news about SpaceX's flight text campaigns only when the news gets to do an ""Elon rocket sploded"" headline and then antagonistically asserting that enthusiasts actually following the context are just sucking off a billionaire","Apr 20, 2023 · 5:56 PM UTC"
@killshrednar,"On that we agree. I can't think of a man who's shown his ass more in the last three years. Maybe Kanye comes close, but quantifiably Elon is def at the top.","Apr 20, 2023 · 5:54 PM UTC"
@covid6918,Is it true that rocket was modeled after the dildo Elon shoves up his ass?,"Apr 20, 2023 · 5:52 PM UTC"
@CrioloOtavio,"Pros comunistas

Eu tenho uma paixão de longa data sobre astronáutica. Já me informei muito a respeito e até ajudei a construir uns foguetinhos na usp kakaka

O teste da SpaceX de hoje de manhã foi um deleite pra quem gosta da area

É triste que sirva pra encher os bolsos do Elon","Apr 20, 2023 · 5:47 PM UTC"
@movimentemfalso,"E o Elon Musk esplodiu no ar. Que  porco estes serviços privados. Vai ter que contratar serviço público governentais né NASA.
#SpaceX","Apr 20, 2023 · 5:40 PM UTC"
@DavidJ20202951,"It was planned to go into the ocean even if fully successful,  genius.

JFC why do so many people have opinions on things they know nothing about?

Hahaha now the artificial reefs blew up so the fish miss out hahahahahaha sucks to suck elon hahahaha 🙄🙄🙄","Apr 20, 2023 · 5:38 PM UTC"
@_SuperheroOfBMX,Everything Elon Musk is involved in turns to shit.,"Apr 20, 2023 · 5:37 PM UTC"
@bigwombatt,"It's quite an achievement to be despised so much that many people's first thoughts on today's SpaceX rocket being blown up was 'haha fuck you, Elon'.","Apr 20, 2023 · 5:35 PM UTC"
@GFerro1965,"The first time one of Elon's Fvcking little rickety ass rockets blows up with astronauts on it, I hope NASA cancels EVERYTHING with SpaceX and contracts with a company who's CEO isnt a greedy sociopath. #ElonMuskIsGreedy","Apr 20, 2023 · 5:35 PM UTC"
@HumanityPlague,"Much like Twitter and some Tesla models, it's nice to see that Elon's track record of exploding shit has been kept alive with the SpaceX Starship becoming a burning pile of metal.

What a genius he is!","Apr 20, 2023 · 5:33 PM UTC"
@PancakesNow,"I think Elon sucks, but SpaceX is doing exciting things and I want to see them & NASA succeed. Not sure how to square that","Apr 20, 2023 · 5:30 PM UTC"
@CowboyOffseason,Elon I know you’re busy saving the world and shit 😂but at some point soon can you link the benefit of twitter to Tesla shareholders?,"Apr 20, 2023 · 5:26 PM UTC"
@Athenian48,"You know SpaceX has been successfully launching cargo, satellites and people for years, right? The Falcon 9 alone is going to be putting 80% of all tonnes into orbit this year. 

I could not give less of a shit about Elon, dude sucks, but SpaceX is killing it.","Apr 20, 2023 · 5:25 PM UTC"
@BrianJMiller8,"Tell your master ""Elon"" if he truly wants to create a civilization on Mars ""stop the fucking around"" and sell Twitter, Tesla any other companies he may own and dump the cash 💸 into SpaceX.  Place a modular home at the launch site and assembly area and live there. Elon needs to -","Apr 20, 2023 · 5:24 PM UTC"
@counterintell,"Congratulations, Elon and everyone at SpaceX.  Keep ya head up, shit happens and ya doin things people only dream of.  Ya fix it… as always!   Mazel tov!   It gave me goosebumps, it was amazing to watch!  ✌🏼🎉🚀 @EpsteinDarren","Apr 20, 2023 · 5:24 PM UTC"
@NAFOFemboyFella,"yeah, same. Fuck Elon, but SpaceX is awesome, and luckily its mainly doing its own thing. Pretty sad as a space nerd to see that people hate on SpaceX, or say that todays launch wasnt a massive success, just because it blew up after a few minutes. Yes, its not ideal, but","Apr 20, 2023 · 5:24 PM UTC"
@ferretchief,"I do like to see Elon fail but, just like I don’t put SpaceX successes down to him, I can’t help but think it’s shit being the actual engineers and workers and having your work blow up.","Apr 20, 2023 · 5:23 PM UTC"
@ericgardner0,"I wish the left would quit celebrating when SpaceX rockets fail. Elon is one of the few billionaires who actually wants to build shit. Risk/Failure is part of it.

Hate on him because he regularly lies to investors and the public, not because he takes risks.","Apr 20, 2023 · 5:21 PM UTC"
@bro_goop,"This was a flight TEST! Look at the word ""TEST"". This was a successful TEST of a new rocket. This thing wasn't meant to survive at all. The SpaceX engineers did an amazing job. I am not simping for Elon, fuck him, but I am simping for the SpaceX engineers.","Apr 20, 2023 · 5:21 PM UTC"
@Miguelm_btc,"El vuelo ha sido todo un éxito, el objetivo era que no explotase y destruyese la plataforma de lanzamiento y forma parte de la estrategia de SpaceX de ensayo error, pero ahora todos los medios a meter mierda a Elon Musk","Apr 20, 2023 · 5:20 PM UTC"
@itsCDouble,"Those are just claims. Elon said some shit and you bought it 🤦‍♂️
He's yet to do anything.

Oh and that rocket that's going to revolutionise the world and can fit 100 people inside.... Just exploded","Apr 20, 2023 · 5:19 PM UTC"
@lastmalkier,SpaceX as a force for pushing space exploration forward is a net good. Don't shit on SpaceX and the great things they are doing just because Elon is shit.,"Apr 20, 2023 · 5:16 PM UTC"
@BitchyPundit,I've mostly quit Twitter because it's boring AF and because ONLY grifters have blue check marks now (I wish you would all stop retweeting grifters) but I HAD to come to Elon Musk's own platform to share my observation that #SpaceX is as well run as Twitter and Tesla 🤣🤡🤣🤡🤣🤡,"Apr 20, 2023 · 5:16 PM UTC"
@Tornkool,"This is the @elonmusk I love and think we deserve. All that other shit is distractions Elon, keep focused and lets go too space!!!!!!!","Apr 20, 2023 · 5:16 PM UTC"
@funnygodmother,Of course that SpaceX rocket was so good at Rapid Unscheduled Disassembly today. Elon perfected that technique with Twitter.🙃,"Apr 20, 2023 · 5:15 PM UTC"
@robertdebic,"Fucking hell, Elon just called it a starship! Buckle up….","Apr 20, 2023 · 5:12 PM UTC"
@edmislyfe37,Elon hasn’t done shit besides getting people to hire people. Spacex is government funded,"Apr 20, 2023 · 5:12 PM UTC"
@superneenan,Spacex money goes toward launching Elon’s lil rockets to put his starlink satellites up and take rich assholes on trips. Taking govt contracts is literally just milking taxpayer dollars for individual profit and no net benefit to the taxpayer.,"Apr 20, 2023 · 5:11 PM UTC"
@PogotowiePsych,"Apartamenty, Elon moved engineers, that fucked up Twitter, to the spacex branch.","Apr 20, 2023 · 5:11 PM UTC"
@AE156401,"remember, elon musk doesnt do shit at spacex, its not Elons rocket, its his engineers who did all the work","Apr 20, 2023 · 5:09 PM UTC"
@Llarian,It is fascinating how much the narrative around SpaceX has changed for a lot of people since Elon decided to show his whole ass on Twitter.,"Apr 20, 2023 · 5:07 PM UTC"
@_emoslvt,"to the people working at spacex: congratulations to all of you, the fact that this thing launched this quickly is incredible. but uhh exploding and contaminating local areas isn't cool :(

to elon: get rekt watch your penis rocket exploxe","Apr 20, 2023 · 5:06 PM UTC"
@_RennRadFahrer,"En Alemania aún no saben donde van a guardar la mierda atómica de las 3 centrales nucleares que cerraron hace días y en la clase de alemán propuse que Elon Musk lo lleve a Marte en un cacharro de esos =D Ese dinero deberían gastarlo en combatir efectos de sequía, gotas frías, etc","Apr 20, 2023 · 5:06 PM UTC"
@seitoshitoryu,@MSNBC @CNN Spacex rocket fail and was involved in a “rapid unscheduled disassembly” aka blew up! I’m not going to even think human travel vacations to the moon or Mars is happening any time soon. Bad day for Elon Musk 2 billion dollars.,"Apr 20, 2023 · 5:05 PM UTC"
